,Age,Gender,Stream,Internships,CGPA,Hostel,HistoryOfBacklogs,PlacedOrNot
534,22,Male,Electronics And Communication,1,7.0,No,No,0
535,21,Male,Information Technology,0,6.0,No,No,0
536,21,Male,Civil,0,7.0,Yes,No,0
537,22,Male,Electrical,1,8.0,No,No,1
538,22,Male,Computer Science,0,6.0,No,No,0
539,21,Male,Information Technology,0,7.0,No,No,0
540,21,Male,Civil,1,8.0,No,No,1
541,21,Male,Computer Science,1,7.0,No,No,0
542,22,Male,Civil,0,7.0,Yes,No,0
543,21,Male,Computer Science,2,7.0,No,Yes,0
544,22,Female,Electronics And Communication,0,8.0,No,No,1
545,21,Male,Computer Science,1,7.0,No,No,0
546,22,Male,Computer Science,1,6.0,No,No,0
547,21,Male,Computer Science,0,7.0,No,Yes,0
548,21,Male,Electronics And Communication,1,7.0,No,No,1
549,21,Male,Information Technology,1,8.0,No,Yes,1
550,21,Male,Electronics And Communication,0,7.0,No,No,1
551,22,Male,Information Technology,2,6.0,No,No,1
552,22,Male,Computer Science,1,6.0,No,No,0
553,21,Male,Electronics And Communication,0,7.0,No,No,1
554,22,Male,Computer Science,1,6.0,No,No,1
555,21,Male,Electronics And Communication,0,8.0,No,No,1
556,22,Female,Information Technology,0,8.0,No,No,1
557,22,Male,Information Technology,1,7.0,No,No,0
558,21,Male,Information Technology,2,6.0,Yes,No,1
559,21,Male,Computer Science,2,8.0,No,No,1
560,22,Female,Information Technology,2,7.0,Yes,No,1
561,21,Male,Computer Science,2,7.0,No,No,1
562,21,Male,Information Technology,2,8.0,No,No,1
563,21,Male,Computer Science,2,7.0,No,No,1
564,22,Female,Information Technology,1,7.0,Yes,No,1
565,22,Male,Computer Science,2,7.0,No,No,1
566,21,Male,Electrical,1,8.0,No,No,1
567,21,Male,Information Technology,2,7.0,No,Yes,0
568,22,Male,Computer Science,1,8.0,No,Yes,1
569,21,Male,Computer Science,1,7.0,No,No,0
570,21,Male,Civil,2,6.0,No,No,0
571,22,Male,Electrical,1,6.0,No,No,0
572,21,Male,Information Technology,1,8.0,No,Yes,1
573,21,Male,Electronics And Communication,1,7.0,No,No,0
574,21,Male,Electrical,1,7.0,No,Yes,1
575,21,Male,Electrical,2,8.0,No,No,1
576,22,Male,Electronics And Communication,1,8.0,No,No,1
577,22,Male,Mechanical,1,8.0,Yes,No,1
578,21,Male,Civil,2,8.0,Yes,Yes,1
579,22,Female,Computer Science,1,6.0,Yes,No,1
580,22,Male,Electrical,2,6.0,No,No,1
581,22,Male,Mechanical,2,7.0,Yes,No,0
582,22,Female,Electronics And Communication,1,7.0,No,No,0
583,22,Female,Electronics And Communication,2,8.0,No,No,1
584,22,Male,Electronics And Communication,1,8.0,No,No,1
585,21,Male,Mechanical,1,6.0,Yes,No,0
586,22,Male,Mechanical,2,6.0,Yes,No,1
587,22,Male,Civil,1,6.0,No,No,0
588,21,Male,Mechanical,1,8.0,Yes,No,1
589,21,Female,Information Technology,2,6.0,No,No,1
590,21,Male,Electronics And Communication,2,8.0,No,No,1
591,21,Male,Information Technology,2,8.0,No,Yes,1
592,22,Male,Computer Science,2,7.0,No,No,0
593,22,Male,Information Technology,1,8.0,No,No,1
594,22,Male,Electrical,2,8.0,No,No,1
595,22,Male,Electronics And Communication,2,8.0,No,No,1
596,21,Male,Computer Science,2,6.0,No,No,1
597,22,Male,Computer Science,1,7.0,No,No,1
598,21,Female,Mechanical,1,7.0,Yes,No,0
599,21,Male,Computer Science,2,6.0,No,No,1
600,22,Female,Computer Science,1,6.0,Yes,No,1
601,21,Male,Mechanical,1,6.0,Yes,Yes,0
602,22,Male,Electronics And Communication,1,7.0,No,Yes,0
603,21,Female,Computer Science,1,8.0,Yes,No,1
604,22,Male,Electrical,1,7.0,No,No,0
605,21,Male,Information Technology,2,6.0,Yes,No,1
606,21,Female,Information Technology,1,7.0,No,Yes,1
607,22,Female,Information Technology,1,6.0,No,No,1
608,21,Male,Mechanical,2,6.0,Yes,No,1
609,22,Male,Mechanical,1,6.0,Yes,No,0
610,21,Male,Electronics And Communication,1,7.0,No,No,1
611,22,Male,Information Technology,0,6.0,No,No,1
612,22,Male,Civil,1,8.0,No,No,1
613,21,Male,Electrical,0,7.0,No,No,0
614,22,Male,Electronics And Communication,1,7.0,No,No,0
615,22,Female,Information Technology,1,8.0,No,No,1
616,22,Female,Electrical,1,6.0,No,Yes,0
617,21,Male,Mechanical,0,7.0,Yes,No,0
618,22,Male,Electronics And Communication,0,7.0,No,No,0
619,22,Male,Information Technology,1,7.0,Yes,No,0
620,22,Male,Computer Science,0,7.0,No,Yes,0
621,21,Male,Electronics And Communication,1,8.0,Yes,Yes,1
622,22,Male,Computer Science,0,6.0,No,No,0
623,22,Male,Information Technology,0,7.0,No,No,0
624,21,Male,Electronics And Communication,1,6.0,No,No,0
625,22,Male,Mechanical,1,7.0,Yes,Yes,0
626,22,Male,Computer Science,2,7.0,No,No,0
627,22,Female,Electrical,1,7.0,Yes,Yes,0
628,21,Male,Civil,1,6.0,No,No,0
629,22,Male,Civil,0,6.0,No,No,0
630,22,Male,Electrical,0,7.0,No,No,0
631,21,Male,Computer Science,1,7.0,No,No,0
632,22,Female,Information Technology,0,6.0,No,No,0
633,21,Male,Electrical,0,8.0,No,No,1
634,21,Male,Mechanical,0,7.0,Yes,No,0
635,21,Male,Computer Science,1,6.0,No,No,0
636,22,Male,Computer Science,0,7.0,No,No,0
637,22,Female,Civil,1,8.0,No,No,1
638,22,Female,Information Technology,1,7.0,No,No,0
639,21,Female,Information Technology,2,8.0,No,Yes,1
640,21,Male,Computer Science,1,8.0,No,No,1
641,22,Male,Information Technology,0,8.0,No,No,1
642,21,Female,Electronics And Communication,0,6.0,No,No,0
643,22,Male,Civil,2,6.0,Yes,No,1
644,21,Male,Electronics And Communication,2,8.0,No,No,1
645,21,Male,Mechanical,0,7.0,Yes,No,0
646,21,Male,Electrical,0,7.0,No,No,0
647,22,Male,Mechanical,0,8.0,Yes,No,1
648,21,Male,Civil,0,6.0,No,No,0
649,22,Male,Information Technology,0,8.0,No,No,1
650,21,Male,Computer Science,1,7.0,No,No,0
651,22,Male,Computer Science,1,8.0,No,No,1
652,21,Male,Information Technology,2,8.0,No,No,1
653,22,Male,Information Technology,1,7.0,No,No,0
654,22,Female,Civil,1,6.0,No,No,0
655,21,Male,Computer Science,0,8.0,No,No,1
656,21,Male,Computer Science,0,8.0,No,Yes,1
657,21,Male,Mechanical,2,6.0,Yes,No,1
658,21,Male,Electrical,1,8.0,No,No,1
659,23,Male,Electronics And Communication,0,9.0,No,No,1
660,23,Male,Computer Science,1,6.0,No,No,1
661,23,Male,Civil,0,7.0,No,No,0
662,23,Male,Mechanical,1,8.0,Yes,No,1
663,23,Female,Civil,1,7.0,No,Yes,0
664,23,Male,Electrical,0,8.0,No,No,1
665,23,Male,Information Technology,1,7.0,No,No,0
666,23,Male,Mechanical,0,9.0,Yes,Yes,1
667,23,Male,Information Technology,1,8.0,No,No,1
668,23,Male,Mechanical,0,7.0,Yes,No,0
669,23,Male,Computer Science,1,6.0,No,No,1
670,23,Male,Civil,1,7.0,No,No,0
671,23,Male,Information Technology,0,8.0,No,No,1
672,23,Male,Electronics And Communication,1,6.0,Yes,Yes,0
673,22,Male,Computer Science,0,6.0,No,No,1
674,21,Male,Information Technology,0,6.0,No,No,1
675,22,Male,Electrical,1,6.0,No,No,0
676,22,Male,Information Technology,1,6.0,No,No,1
677,22,Female,Computer Science,1,6.0,Yes,No,1
678,22,Male,Electronics And Communication,1,8.0,No,No,1
679,21,Female,Computer Science,1,6.0,Yes,No,1
680,22,Male,Computer Science,1,6.0,No,No,0
681,21,Female,Information Technology,1,6.0,No,No,1
682,21,Male,Electrical,0,8.0,No,No,1
683,22,Male,Mechanical,0,7.0,Yes,No,0
684,22,Female,Computer Science,2,8.0,Yes,No,1
685,22,Male,Computer Science,1,8.0,No,No,1
686,22,Male,Computer Science,1,8.0,No,No,1
687,21,Male,Information Technology,0,7.0,No,No,1
688,21,Female,Electronics And Communication,0,6.0,No,No,0
689,21,Male,Electrical,1,6.0,No,No,0
690,22,Male,Computer Science,1,6.0,No,No,1
691,22,Male,Electrical,0,8.0,No,No,1
692,21,Male,Electrical,1,7.0,No,Yes,1
693,21,Female,Mechanical,1,7.0,No,No,0
694,22,Male,Electrical,0,7.0,Yes,No,0
695,21,Female,Information Technology,2,8.0,No,No,1
696,22,Male,Mechanical,0,8.0,Yes,No,1
697,21,Male,Computer Science,1,8.0,No,No,1
698,22,Male,Civil,0,6.0,Yes,Yes,0
699,21,Male,Information Technology,0,6.0,No,No,0
700,21,Female,Electronics And Communication,1,8.0,Yes,Yes,1
701,22,Female,Information Technology,1,8.0,No,No,1
702,22,Male,Mechanical,1,8.0,Yes,No,1
703,22,Male,Civil,0,8.0,Yes,No,1
704,22,Male,Civil,0,6.0,No,No,0
705,22,Male,Computer Science,1,8.0,No,No,1
706,22,Male,Electronics And Communication,1,8.0,No,No,1
707,22,Male,Computer Science,2,8.0,No,Yes,1
708,22,Female,Electrical,0,8.0,No,No,1
709,22,Male,Information Technology,1,7.0,Yes,No,1
710,22,Female,Computer Science,0,8.0,Yes,No,1
711,22,Male,Electrical,0,7.0,No,No,0
712,21,Male,Electronics And Communication,0,8.0,No,Yes,1
713,22,Female,Information Technology,0,7.0,No,No,1
714,21,Male,Computer Science,1,7.0,No,No,1
715,22,Male,Civil,1,6.0,No,No,0
716,21,Female,Information Technology,0,6.0,No,No,1
717,22,Male,Computer Science,1,8.0,No,No,1
718,21,Male,Mechanical,0,8.0,Yes,No,1
719,22,Male,Civil,0,6.0,No,No,0
720,22,Male,Computer Science,1,6.0,No,No,1
721,22,Male,Computer Science,1,7.0,No,No,1
722,21,Male,Civil,0,6.0,No,No,0
723,22,Male,Computer Science,1,8.0,No,No,1
724,21,Male,Civil,1,8.0,No,No,1
725,21,Male,Electronics And Communication,1,6.0,Yes,Yes,0
726,22,Female,Mechanical,1,8.0,No,No,1
727,22,Male,Information Technology,0,8.0,No,No,1
728,21,Male,Civil,0,6.0,No,No,0
729,22,Male,Electronics And Communication,1,6.0,No,No,0
730,21,Male,Mechanical,0,8.0,Yes,No,1
731,21,Female,Electrical,0,7.0,No,No,0
732,22,Male,Computer Science,0,6.0,No,No,1
733,22,Female,Information Technology,1,7.0,Yes,No,1
734,21,Male,Electronics And Communication,1,8.0,Yes,No,1
735,21,Male,Computer Science,2,8.0,No,No,1
736,22,Male,Civil,0,7.0,No,Yes,0
737,21,Male,Electronics And Communication,0,7.0,No,No,0
738,21,Male,Civil,0,8.0,Yes,No,1
739,21,Male,Mechanical,0,7.0,Yes,No,0
740,21,Female,Information Technology,0,7.0,No,No,1
741,21,Male,Electronics And Communication,2,6.0,No,No,1
742,21,Female,Information Technology,0,8.0,No,No,1
743,21,Male,Electronics And Communication,0,7.0,No,No,1
744,21,Male,Information Technology,1,8.0,No,No,1
745,21,Male,Mechanical,0,6.0,Yes,No,0
746,21,Male,Mechanical,0,6.0,Yes,No,0
747,21,Female,Mechanical,1,8.0,Yes,No,1
748,22,Male,Electrical,0,8.0,Yes,No,1
749,21,Male,Information Technology,0,6.0,No,No,1
750,22,Female,Information Technology,0,6.0,No,No,1
751,22,Male,Computer Science,1,6.0,No,No,0
752,21,Male,Information Technology,0,6.0,No,No,1
753,22,Male,Computer Science,1,7.0,No,No,1
754,22,Male,Mechanical,1,8.0,Yes,No,1
755,22,Male,Electrical,0,7.0,Yes,No,0
756,22,Male,Electronics And Communication,1,6.0,Yes,Yes,0
757,21,Male,Computer Science,0,7.0,No,No,1
758,22,Male,Electrical,1,6.0,No,No,0
759,21,Male,Electronics And Communication,0,6.0,No,No,0
760,22,Male,Information Technology,0,8.0,No,Yes,1
761,22,Male,Electronics And Communication,2,8.0,No,No,1
762,22,Male,Mechanical,1,7.0,Yes,No,0
763,22,Female,Information Technology,0,6.0,No,No,0
764,21,Male,Electrical,0,7.0,No,No,1
765,22,Male,Electronics And Communication,0,7.0,No,No,0
766,22,Male,Computer Science,1,7.0,No,No,1
767,21,Male,Computer Science,1,8.0,No,No,1
768,21,Male,Computer Science,2,7.0,No,No,1
769,22,Male,Information Technology,2,6.0,No,No,1
770,21,Male,Information Technology,1,6.0,No,No,1
771,22,Male,Civil,0,8.0,No,Yes,1
772,22,Male,Mechanical,1,7.0,Yes,No,0
773,21,Male,Computer Science,1,8.0,No,No,1
774,21,Male,Mechanical,0,8.0,Yes,No,1
775,21,Male,Electrical,2,7.0,Yes,Yes,1
776,21,Female,Computer Science,0,6.0,Yes,No,1
777,22,Male,Mechanical,1,6.0,No,No,0
778,22,Male,Civil,0,6.0,Yes,No,0
779,21,Male,Electronics And Communication,2,7.0,No,No,1
780,22,Female,Information Technology,0,8.0,No,No,1
781,22,Male,Electronics And Communication,0,6.0,No,No,0
782,22,Female,Information Technology,1,6.0,No,No,1
783,22,Male,Mechanical,1,7.0,Yes,No,0
784,22,Male,Mechanical,1,6.0,Yes,No,0
785,22,Male,Information Technology,0,8.0,No,No,1
786,22,Male,Information Technology,0,8.0,No,No,1
787,21,Male,Electrical,1,6.0,Yes,Yes,0
788,22,Male,Computer Science,1,7.0,No,No,1
789,21,Male,Computer Science,0,8.0,No,Yes,1
790,21,Male,Information Technology,2,6.0,No,No,1
791,21,Male,Electronics And Communication,1,8.0,Yes,Yes,1
792,22,Male,Information Technology,0,8.0,No,No,1
793,22,Female,Information Technology,0,8.0,No,No,1
794,22,Male,Computer Science,0,6.0,No,Yes,1
795,22,Male,Information Technology,1,8.0,No,No,1
796,21,Male,Computer Science,0,6.0,No,Yes,0
797,21,Male,Electrical,0,6.0,No,No,0
798,22,Male,Information Technology,1,8.0,No,Yes,1
799,22,Male,Mechanical,0,6.0,Yes,No,0
800,21,Male,Information Technology,1,8.0,No,No,1
801,22,Male,Electrical,1,7.0,No,No,0
802,22,Male,Electronics And Communication,0,8.0,No,No,1
803,21,Male,Information Technology,0,8.0,No,No,1
804,21,Female,Computer Science,1,7.0,Yes,No,1
805,22,Male,Information Technology,0,6.0,No,No,1
806,22,Male,Information Technology,0,7.0,No,No,1
807,22,Male,Civil,0,6.0,Yes,Yes,0
808,22,Male,Information Technology,1,7.0,No,No,0
809,21,Male,Electrical,1,8.0,No,No,1
810,21,Female,Information Technology,2,7.0,No,No,1
811,22,Male,Mechanical,0,7.0,Yes,Yes,0
812,21,Female,Information Technology,1,6.0,Yes,No,0
813,22,Male,Mechanical,1,7.0,Yes,Yes,0
814,21,Male,Information Technology,1,6.0,No,No,0
815,21,Male,Mechanical,0,8.0,Yes,No,1
816,22,Male,Electrical,0,8.0,No,Yes,1
817,21,Male,Information Technology,1,8.0,No,No,1
818,21,Male,Computer Science,0,6.0,No,No,0
819,22,Male,Information Technology,0,7.0,No,No,0
820,21,Male,Mechanical,0,8.0,Yes,No,1
821,21,Male,Information Technology,0,7.0,No,No,0
822,21,Male,Electrical,0,6.0,No,No,0
823,21,Male,Electronics And Communication,1,7.0,Yes,Yes,0
824,21,Male,Civil,2,7.0,No,No,0
825,22,Female,Civil,1,8.0,No,No,1
826,22,Male,Information Technology,0,6.0,No,No,1
827,22,Female,Information Technology,1,6.0,No,No,1
828,22,Male,Civil,0,7.0,Yes,No,0
829,21,Male,Computer Science,0,8.0,No,Yes,1
830,22,Male,Information Technology,2,6.0,No,No,1
831,21,Male,Civil,0,6.0,No,No,0
832,21,Male,Civil,0,8.0,No,No,1
833,21,Male,Computer Science,0,7.0,No,No,1
834,21,Male,Civil,1,7.0,No,No,0
835,21,Male,Civil,1,6.0,No,No,0
836,21,Male,Information Technology,2,8.0,No,Yes,1
837,21,Female,Mechanical,1,6.0,Yes,No,0
838,22,Male,Information Technology,2,8.0,No,No,1
839,21,Female,Civil,1,8.0,No,Yes,1
840,22,Male,Information Technology,0,6.0,No,No,1
841,22,Male,Electronics And Communication,0,7.0,No,No,0
842,21,Male,Computer Science,1,8.0,No,No,1
843,22,Male,Information Technology,2,7.0,Yes,No,1
844,22,Male,Computer Science,1,7.0,No,No,1
845,22,Male,Information Technology,1,7.0,No,Yes,1
846,22,Male,Computer Science,1,7.0,No,No,1
847,22,Male,Mechanical,1,7.0,Yes,Yes,0
848,22,Female,Computer Science,1,7.0,Yes,No,0
849,22,Male,Mechanical,0,7.0,Yes,No,0
850,22,Male,Civil,0,8.0,No,No,1
851,22,Male,Information Technology,2,7.0,No,Yes,1
852,22,Male,Mechanical,0,7.0,Yes,No,0
853,22,Male,Computer Science,0,6.0,No,No,1
854,22,Male,Electronics And Communication,0,8.0,No,No,1
855,22,Male,Computer Science,1,8.0,No,No,1
856,22,Male,Computer Science,1,6.0,No,No,1
857,22,Male,Computer Science,2,7.0,No,No,1
858,21,Male,Computer Science,1,8.0,No,No,1
859,21,Male,Information Technology,0,7.0,No,Yes,1
860,22,Male,Computer Science,0,7.0,No,No,1
861,22,Female,Information Technology,0,8.0,No,No,1
862,22,Male,Information Technology,0,7.0,No,No,1
863,22,Male,Computer Science,0,8.0,No,No,1
864,21,Male,Civil,1,8.0,No,No,1
865,21,Male,Mechanical,0,7.0,Yes,No,0
866,21,Male,Information Technology,1,6.0,No,No,1
867,21,Male,Information Technology,1,8.0,No,No,1
868,21,Male,Mechanical,0,7.0,Yes,No,0
869,22,Male,Computer Science,1,7.0,No,No,1
870,21,Male,Computer Science,1,7.0,No,No,1
871,22,Male,Mechanical,1,8.0,Yes,No,1
872,22,Male,Information Technology,1,8.0,Yes,No,1
873,21,Male,Information Technology,0,6.0,No,Yes,1
874,21,Male,Information Technology,0,7.0,No,Yes,1
875,22,Male,Information Technology,2,8.0,No,No,1
876,22,Male,Electrical,0,8.0,Yes,Yes,1
877,22,Male,Mechanical,0,7.0,Yes,No,0
878,22,Female,Electronics And Communication,1,6.0,No,No,0
879,21,Male,Mechanical,0,8.0,Yes,No,1
880,21,Male,Electrical,0,7.0,No,No,0
881,22,Male,Electronics And Communication,1,6.0,No,No,0
882,21,Male,Civil,0,8.0,No,No,1
883,21,Male,Civil,0,8.0,Yes,No,1
884,22,Male,Computer Science,1,7.0,No,No,1
885,21,Male,Mechanical,1,6.0,Yes,No,0
886,21,Male,Information Technology,0,6.0,No,Yes,1
887,22,Female,Computer Science,0,8.0,Yes,No,1
888,21,Female,Computer Science,0,7.0,Yes,No,0
889,22,Male,Civil,0,8.0,No,No,1
890,22,Male,Computer Science,1,8.0,No,Yes,1
891,22,Male,Civil,0,6.0,No,Yes,0
892,22,Male,Mechanical,0,7.0,Yes,No,0
893,21,Male,Electronics And Communication,1,7.0,No,Yes,1
894,22,Male,Information Technology,0,8.0,No,No,1
895,22,Male,Computer Science,0,6.0,No,No,1
896,22,Male,Information Technology,1,8.0,No,No,1
897,21,Male,Electronics And Communication,1,7.0,No,No,0
898,22,Female,Computer Science,1,8.0,Yes,No,1
899,22,Female,Computer Science,2,7.0,Yes,No,1
900,22,Male,Electrical,0,6.0,No,No,0
901,22,Male,Mechanical,0,6.0,Yes,No,0
902,22,Male,Computer Science,2,7.0,No,No,1
903,22,Male,Mechanical,0,7.0,Yes,No,0
904,22,Male,Computer Science,1,7.0,No,No,1
905,21,Male,Information Technology,1,6.0,Yes,Yes,1
906,21,Male,Information Technology,1,6.0,No,Yes,1
907,22,Female,Information Technology,1,7.0,No,No,1
908,21,Male,Information Technology,2,8.0,No,Yes,1
909,21,Male,Civil,0,6.0,No,No,0
910,21,Male,Information Technology,0,6.0,No,No,1
911,22,Male,Information Technology,2,8.0,No,No,1
912,22,Male,Information Technology,1,8.0,No,No,1
913,21,Female,Computer Science,1,8.0,Yes,Yes,1
914,22,Male,Computer Science,1,7.0,No,No,1
915,22,Male,Electrical,2,6.0,No,No,1
916,21,Male,Civil,1,7.0,No,No,0
917,21,Male,Information Technology,2,7.0,No,Yes,1
918,22,Male,Information Technology,2,7.0,No,Yes,1
919,21,Male,Electronics And Communication,1,6.0,Yes,Yes,0
920,21,Male,Mechanical,1,8.0,Yes,Yes,1
921,22,Male,Information Technology,1,8.0,Yes,No,1
922,22,Male,Information Technology,2,6.0,No,Yes,1
923,21,Male,Computer Science,1,6.0,No,Yes,0
924,22,Male,Information Technology,2,7.0,No,No,1
925,22,Male,Information Technology,1,8.0,No,No,1
926,21,Male,Information Technology,2,7.0,No,Yes,1
927,21,Male,Electrical,2,8.0,No,No,1
928,22,Male,Civil,2,8.0,Yes,Yes,1
929,22,Male,Information Technology,2,6.0,No,No,1
930,22,Male,Information Technology,2,6.0,No,No,1
931,21,Female,Civil,2,7.0,No,No,0
932,22,Male,Electrical,1,7.0,No,Yes,0
933,22,Male,Civil,2,7.0,No,No,0
934,21,Male,Information Technology,2,8.0,No,No,1
935,21,Male,Civil,1,6.0,No,No,0
936,22,Female,Computer Science,2,6.0,Yes,No,1
937,21,Female,Electronics And Communication,1,7.0,No,No,1
938,22,Female,Information Technology,1,7.0,No,Yes,1
939,21,Male,Mechanical,2,6.0,Yes,No,1
940,22,Male,Mechanical,2,6.0,Yes,No,1
941,21,Male,Information Technology,2,7.0,No,No,1
942,22,Male,Computer Science,2,7.0,No,No,1
943,21,Male,Electrical,1,6.0,No,No,0
944,21,Female,Computer Science,1,6.0,No,No,1
945,22,Male,Civil,2,6.0,Yes,No,1
946,22,Male,Computer Science,1,7.0,No,No,1
947,21,Male,Information Technology,1,8.0,No,No,1
948,21,Male,Computer Science,2,7.0,No,No,1
949,22,Female,Mechanical,1,6.0,Yes,No,0
950,22,Female,Information Technology,1,8.0,No,No,1
951,22,Male,Mechanical,1,6.0,Yes,No,0
952,21,Male,Computer Science,1,8.0,No,Yes,1
953,21,Male,Computer Science,2,8.0,No,Yes,1
954,22,Male,Information Technology,2,8.0,No,No,1
955,22,Male,Mechanical,1,7.0,Yes,No,0
956,22,Male,Computer Science,2,7.0,No,No,0
957,21,Male,Computer Science,2,8.0,No,No,1
958,22,Male,Mechanical,1,7.0,Yes,No,0
959,21,Male,Computer Science,2,7.0,No,No,1
960,22,Male,Civil,1,6.0,No,No,0
961,22,Male,Civil,2,8.0,No,Yes,1
962,21,Male,Electrical,2,7.0,No,No,1
963,21,Female,Computer Science,1,6.0,Yes,Yes,0
964,22,Male,Computer Science,1,6.0,No,Yes,0
965,22,Male,Electrical,2,7.0,No,No,0
966,22,Female,Electronics And Communication,1,7.0,Yes,Yes,0
967,22,Male,Civil,1,7.0,No,No,0
968,21,Male,Electronics And Communication,2,6.0,No,No,1
969,21,Female,Electrical,2,8.0,No,No,1
970,22,Male,Computer Science,2,8.0,No,No,1
971,22,Female,Electronics And Communication,2,6.0,No,No,1
972,22,Male,Computer Science,1,7.0,No,No,0
973,21,Female,Electronics And Communication,1,8.0,Yes,Yes,1
974,22,Male,Electronics And Communication,1,7.0,No,No,0
975,21,Male,Mechanical,2,8.0,Yes,Yes,1
976,21,Male,Electronics And Communication,1,8.0,No,No,1
977,22,Female,Electrical,2,7.0,No,No,0
978,21,Male,Civil,2,7.0,No,No,0
979,22,Male,Information Technology,1,7.0,No,No,0
980,22,Female,Electrical,2,6.0,No,No,1
981,22,Male,Electronics And Communication,2,6.0,No,No,1
982,22,Male,Computer Science,1,6.0,No,No,0
983,21,Male,Computer Science,1,8.0,No,No,1
984,22,Male,Electronics And Communication,2,6.0,No,No,1
985,21,Male,Information Technology,1,7.0,No,No,0
986,21,Male,Information Technology,2,7.0,No,Yes,0
987,21,Female,Computer Science,2,7.0,Yes,Yes,0
988,21,Male,Computer Science,2,8.0,No,No,1
989,22,Male,Information Technology,1,7.0,No,No,0
990,21,Male,Civil,2,7.0,No,No,0
991,21,Female,Computer Science,2,8.0,Yes,No,1
992,22,Male,Mechanical,1,6.0,Yes,No,0
993,22,Male,Mechanical,1,7.0,Yes,No,0
994,22,Male,Information Technology,1,6.0,No,No,0
995,21,Male,Electrical,1,6.0,No,No,0
996,21,Male,Mechanical,1,6.0,Yes,No,0
997,22,Male,Electrical,1,6.0,No,No,0
998,22,Male,Mechanical,2,8.0,Yes,No,1
999,22,Male,Information Technology,1,7.0,No,No,0
1000,22,Male,Civil,1,6.0,No,No,0
1001,21,Male,Information Technology,1,7.0,No,Yes,0
1002,21,Female,Computer Science,2,8.0,Yes,No,1
1003,22,Male,Electronics And Communication,2,7.0,No,No,0
1004,22,Male,Electronics And Communication,2,7.0,No,Yes,0
1005,22,Male,Mechanical,1,8.0,Yes,No,1
1006,22,Male,Computer Science,1,6.0,No,No,0
1007,22,Male,Electronics And Communication,1,7.0,No,Yes,0
1008,22,Male,Electronics And Communication,1,8.0,No,Yes,1
1009,21,Female,Electrical,1,8.0,No,Yes,1
1010,22,Female,Computer Science,1,7.0,Yes,No,0
1011,22,Female,Information Technology,1,9.0,Yes,No,1
1012,21,Male,Mechanical,2,8.0,Yes,No,1
1013,21,Male,Electronics And Communication,2,7.0,Yes,Yes,1
1014,22,Male,Civil,2,7.0,Yes,No,0
1015,21,Male,Information Technology,2,9.0,No,No,1
1016,21,Male,Civil,2,7.0,No,Yes,0
1017,22,Male,Information Technology,1,9.0,No,No,1
1018,22,Male,Computer Science,1,7.0,No,Yes,0
1019,21,Female,Computer Science,2,7.0,Yes,No,1
1020,21,Male,Information Technology,1,9.0,No,No,1
1021,21,Male,Computer Science,1,8.0,No,No,1
1022,22,Male,Mechanical,1,9.0,Yes,No,1
1023,21,Male,Computer Science,2,9.0,No,No,1
1024,21,Female,Electronics And Communication,2,9.0,No,No,1
1025,21,Male,Electronics And Communication,1,8.0,No,No,1
1026,22,Male,Computer Science,1,9.0,No,No,1
1027,21,Male,Electrical,1,8.0,No,Yes,1
1028,21,Male,Electronics And Communication,2,8.0,No,No,1
1029,22,Male,Information Technology,2,8.0,No,No,1
1030,21,Male,Mechanical,2,9.0,Yes,No,1
1031,21,Male,Electrical,2,7.0,Yes,Yes,1
1032,21,Male,Mechanical,1,9.0,Yes,Yes,1
1033,22,Female,Electrical,2,8.0,No,No,1
1034,21,Male,Civil,2,9.0,No,No,1
1035,22,Male,Mechanical,1,9.0,Yes,No,1
1036,21,Female,Information Technology,2,9.0,No,No,1
1037,22,Female,Electronics And Communication,1,8.0,Yes,Yes,1
1038,22,Male,Electronics And Communication,1,8.0,No,No,1
1039,22,Male,Electronics And Communication,2,9.0,No,No,1
1040,21,Male,Information Technology,1,8.0,No,No,1
1041,22,Female,Civil,1,8.0,No,No,1
1042,21,Female,Civil,1,7.0,Yes,No,0
1043,21,Female,Electrical,1,9.0,No,No,1
1044,22,Male,Computer Science,1,9.0,No,No,1
1045,22,Female,Information Technology,2,8.0,No,No,1
1046,22,Male,Civil,2,9.0,No,Yes,1
1047,21,Male,Mechanical,1,7.0,Yes,No,0
1048,22,Male,Information Technology,2,7.0,No,No,0
1049,22,Male,Civil,2,8.0,No,No,1
1050,22,Male,Computer Science,2,7.0,No,Yes,0
1051,21,Male,Information Technology,1,9.0,Yes,No,1
1052,22,Male,Computer Science,1,8.0,No,No,1
1053,22,Male,Civil,1,7.0,No,No,0
1054,21,Female,Computer Science,2,8.0,Yes,No,1
1055,21,Male,Civil,2,7.0,Yes,No,1
1056,22,Male,Electronics And Communication,2,8.0,No,No,1
1057,22,Male,Mechanical,1,7.0,Yes,No,0
1058,21,Male,Electrical,1,7.0,Yes,No,1
1059,22,Male,Electrical,2,8.0,No,No,1
1060,22,Male,Electrical,1,8.0,No,Yes,1
1061,21,Female,Computer Science,1,8.0,Yes,No,1
1062,21,Male,Mechanical,1,7.0,Yes,No,0
1063,21,Male,Information Technology,1,9.0,Yes,No,1
1064,22,Male,Electrical,0,9.0,No,No,1
1065,21,Female,Information Technology,0,9.0,No,No,1
1066,21,Male,Electronics And Communication,0,8.0,No,No,1
1067,21,Female,Computer Science,1,9.0,Yes,No,1
